question,réponse,url
Pendant combien de temps mon jeu de données est-il accessible ?,"L’hébergement sécurisé et la mise à disposition des données sont garantis par le représentant de l’entrepôt Recherche Data Gouv pendant un minimum de 5 ans renouvelables après la publication du jeu de données.
La pérennité du lien entre DOI et page descriptive du jeu de données dans l’entrepôt Recherche Data Gouv est garantie, conformément aux exigences de DataCite, l’agence d’enregistrement des DOI.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Lorsque le jeu de données est soumis à révision, le déposant peut-il toujours intervenir dessus ?","Non, aucune action n’est possible sur le jeu de données par le déposant tant que le jeu de données est en cours de révision.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Est-il possible de faire de la curation sur des jeux de données envoyés par l’API ?,"La plupart des fonctionnalités de collection est disponible via les API Dataverse, y compris l’attribution de rôles pour mettre en place un processus de curation. L’API permettra d’envoyer un jeu de données en révision, il ne sera publié que si la commande de publication est exécutée. Un jeu de données créé par l’API peut également être modifié via l’interface utilisateur.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Si on transmet une URL privée à un reviewer, aura-t-il un accès aux données avec restriction ?","Oui, l'URL privée permet d’accéder aux fichiers d’un jeu de données non encore publié (statut draft), même si ces fichiers sont en accès restreint.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Quel ordre de publication privilégier, entre la publication de l’article et celle du data paper ?","Les deux ordres sont possibles et relèvent de la stratégie scientifique, sous la responsabilité des auteurs. S’il existe une inquiétude sur l’exploitation des données, il est possible de rédiger en premier le data paper mais de le publier une fois l’article scientifique publié. En cas de doute, contacter l’éditeur.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on générer un data paper à partir d’une collection (et pas seulement à partir d’un jeu de données) ?,"Non, la génération d’un data paper via la fonctionnalité dédiée n’est possible qu’à partir du DOI d’un jeu de données.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Est-il conseillé d’inclure le plan de gestion des données associé à un jeu de données ?,"Le plan de gestion des données (PGD), dans sa version finale, peut être déposé dans l’entrepôt Recherche Data Gouv, dans la même collection que les données qu’il présente. Il recevra ainsi un DOI. Des liens entre les jeux de données et ce PGD doivent être faits dans les deux directions via la métadonnée Related Dataset. S’il n’y a qu’un jeu de données, le PGD sera un des fichiers associé au jeu de données.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Si je mets à jour mon jeu de données, est-ce que le DOI est modifié ?","Non, le DOI reste le même en cas de changement de version. Voir le guide du déposant : 
https://recherche.data.gouv.fr/fr/categorie/9/guide/modifier-un-jeu-de-donnees-publie-et-gerer-ses-versions",https://www.prix-carburants.gouv.fr/rubrique/faq/
Puis-je créer un jeu de données dans l’entrepôt Recherche Data Gouv s’il a déjà été déposé dans un autre entrepôt attribuant également des DOIs ?,"Non, il n’est pas recommandé de créer un nouveau jeu de données dans l’entrepôt Recherche Data Gouv car un nouveau DOI lui serait attribué. Voir le guide du déposant : https://recherche.data.gouv.fr/fr/categorie/9/guide/avant-de-deposer",https://www.prix-carburants.gouv.fr/rubrique/faq/
Le DOI est-il maintenu si le jeu de données n’est pas publié rapidement ?,"Le DOI d’un jeu de données est généré et réservé dès sa création. Il est  activé au moment de la publication. 
Pour rappel, les données déposées dans l’entrepôt Recherche Data Gouv doivent être publiées dans un délai de 12 mois.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Lorsqu’on publie un jeu de données via une API sur l’environnement de bac-à-sable, est-ce qu’il est également enregistré sur DataCite ?","Le bac-à-sable publie les jeux de données uniquement sur l’environnement de test de DataCite, qui est un système fermé : lui seul permet de retrouver directement la ressource correspondant au DOI. Le DOI ne mène alors à aucune page d’affichage du jeu de données (landing page).",https://www.prix-carburants.gouv.fr/rubrique/faq/
Faut-il indiquer le DOI d’une ISC dans le jeu de données ?,"Lorsqu’une Infrastructure Scientifique Collective (ISC) a contribué au jeu de données, il est possible de l’indiquer dans la métadonnée Contributor en précisant le ""Type"" et en choisissant ""DOI"" dans ""Contributor Identifier Scheme"". Le DOI lui-même est renseigné dans ""Contributor Identifier"".",https://www.prix-carburants.gouv.fr/rubrique/faq/
Un DOI est-il standardisé ? unique ?,"Oui, le DOI est basé sur le système d’identifiant Handle et certifié ISO (ISO 26324, Digital Object Identifier System). L’unicité est assurée par le fait que les suffixes sont uniques pour un préfixe donné.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on importer sur l’environnement de production un jeu de données créé dans le bac à sable ?,"Non, ces deux environnements sont indépendants et il n’y a pas de possibilité d’exporter un jeu de données de l’un pour l’importer dans l’autre.",https://www.prix-carburants.gouv.fr/rubrique/faq/
De quelles autorisations est-ce que je dispose dans l’espace du bac-à-sable ?,"En créant un compte dans l’environnement bac-à-sable, vous disposez par défaut des droits de créateur de jeu de données et de collection dans la collection Travaux pratiques.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Existe-t-il une instance de test sur laquelle s’entraîner avant de publier un jeu de données ou une collection dans l’entrepôt Recherche Data Gouv ?,"Oui, il existe une instance bac-à-sable https://demo.recherche.data.gouv.fr/.
La collection « Travaux pratiques » permet à tout utilisateur authentifié de créer des jeux de données ou des collections.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Lorsqu’on publie un jeu de données via une API sur l’environnement de bac-à-sable, est-ce qu’il est également enregistré sur DataCite ?","Le bac-à-sable publie les jeux de données uniquement sur l’environnement de test de DataCite, qui est un système fermé : lui seul permet de retrouver directement la ressource correspondant au DOI. Le DOI ne mène alors à aucune page d’affichage du jeu de données (landing page).",https://www.prix-carburants.gouv.fr/rubrique/faq/
Un utilisateur affilié à un établissement disposant d’un espace institutionnel peut-il créer un jeu de données dans l’Espace générique ?,"Non, le dépôt d‘un jeu de données dans l’Espace générique est possible uniquement dans les cas où ni le déposant ni l’un de ses collaborateurs ne disposent d’un espace institutionnel.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on déposer sur l’espace générique en attendant qu’un espace institutionnel se mette en place ou bien vaut-il mieux attendre ?,"Oui il est possible de déposer des données dans l’Espace Générique sans attendre la création d’un espace institutionnel. A savoir que si l’un des collaborateurs dispose d’un espace institutionnel, le jeu de données doit être déposé dans cet espace.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Comment demander la création d’un espace institutionnel ?,Les informations pour demander la création d’un espace institutionnel sont disponibles sur la page « Rejoindre l'écosystème ».,https://www.prix-carburants.gouv.fr/rubrique/faq/
Quelle est la taille d’un espace institutionnel ?,"A sa création, un espace institutionnel dispose de 5 To.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quelle est la volumétrie d’un espace institutionnel ?,"Par défaut, la volumétrie d’un espace institutionnel est de 5To.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Que faire si on s’aperçoit que son fichier a été mal ingéré ?,"Consulter le guide pour identifier la cause de l’erreur (https://recherche.data.gouv.fr/fr/categorie/9/guide/deposer-un-jeu-de-donnees#Cas+des+fichiers+de+donn%C3%A9es+tabul%C3%A9es),puis remplacer le fichier par le fichier corrigé.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Dans quels formats peut-on exporter les fichiers ?,"Les fichiers sont exportables dans leur format original. Pour les données tabulaires, l’export est également possible au format Rdata et au format tabulé.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quelle est la taille maximale d’un fichier ?,La taille maximale d’un fichier est de 50 Go.,https://www.prix-carburants.gouv.fr/rubrique/faq/
Est-ce qu’il faut refaire une publication à chaque modification de fichier ?,Une modification de fichier crée un nouveau brouillon du jeu de données. Une nouvelle publication de celui-ci rend publique les modifications et met à jour la version.,https://www.prix-carburants.gouv.fr/rubrique/faq/
Comment téléverser une grande quantité de fichiers d’un coup ?,"L’interface de dépôt de l'entrepôt-catalogue Recherche Data Gouv limite le téléversement à 1000 fichiers en une fois. Au-delà il est possible d’utiliser l’outil DVUploader ou l’API native, qui respecteront l'arborescence des fichiers.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Est-il possible de trier les fichiers d’un jeu de données par nombre de téléchargements ?,"Non, il n’est pas possible de trier les fichiers par nombre de téléchargements. On peut trier les fichiers d’un jeu de données par nom, date de dépôt, taille et catégorie (type de fichier).",https://www.prix-carburants.gouv.fr/rubrique/faq/
Les fichiers Excel peuvent-ils être ingérés avec plusieurs feuilles ?,"Non, si le fichier contient plusieurs feuilles, il peut être déposé dans l’entrepôt Recherche Data Gouv mais seule la 1ère feuille est ingérée et donc transformée en .tab. 
Pour pouvoir réaliser une bonne ingestion, il est donc conseillé de ne téléverser que des fichiers contenant un seul onglet avec les variables sur la première ligne (entêtes de colonne) et une observation par ligne (voir Cas des fichiers de données tabulées).",https://www.prix-carburants.gouv.fr/rubrique/faq/
Comment fait-on pour anonymiser les données personnelles ?,"Il est possible d’utiliser des outils d’anonymisation, comme Amnesia (https://amnesia.openaire.eu/) qui permet de renvoyer directement les données anonymisées dans l'entrepôt-catalogue Recherche Data Gouv.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Y-a-t-il une convention de nommage des fichiers, des jeux de données ou des collections ?","Des recommandations pour nommer et organiser ses fichiers de données sont disponibles sur le site Doranum (https://doranum.fr/tags/nommage-fichier/). D’autre part, des recommandations spécifiques peuvent être proposées par l’administrateur d’une collection et intégrées dans le plan de gestion des données associé à celle-ci.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Un fichier déposé dans l’entrepôt Recherche Data Gouv peut-il être associé à plusieurs jeux de données ?,"Un fichier ne doit être déposé que dans un seul jeu de données. Par contre, il est possible de faire référence à un fichier déposé dans un autre jeu de données via la métadonnée “Related Datasets”",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on pointer directement sur un fichier (et non sur sa fiche descriptive) ?,"Ce n’est pas possible depuis l’interface. Il faut utiliser l’API native - Accessing (downloading) files - en indiquant le DOI du fichier avec la commande
https://entrepot.recherche.data.gouv.fr/api/datafile/:persistentId/?persistentId=doi:{DOI du fichier}",https://www.prix-carburants.gouv.fr/rubrique/faq/
Comment peut-on mettre à jour un fichier sans le supprimer et sans refaire un versement ?,"Il n’est pas possible de modifier le contenu d’un fichier dans l’interface utilisateur. Pour mettre à jour un fichier, il faut le remplacer. Notez que cela implique un changement de version. Pour que le nouveau fichier puisse être consulté, le jeu de données doit être republié.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on déposer des fichiers zippés ou des archives ?,"Oui, tous les formats de fichiers sont acceptés. Si pour votre jeu de données l’arborescence est importante, nous vous recommandons fortement d’utiliser DVUploader : https://recherche.data.gouv.fr/fr/categorie/33/guide/dv-uploader pour déposer l’ensemble des fichier et l’arborescence plutôt qu’une archive.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on modifier les droits d’un utilisateur ?,"Les droits d’un utilisateur (ou d’un groupe d’utilisateurs) sont liés aux rôles qui lui ont été attribués dans une collection, sur un jeu de données ou sur un fichier. Ils peuvent être modifiés.
- Pour les jeux de données et fichiers, voir Gérer les droits associés aux jeux de données et aux fichiers.
- Pour une collection, voir :Attribuer des rôles aux utilisateurs et aux groupes.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Faut-il créer des droits à chaque création de collection ?,"Ce n’est pas obligatoire. Par défaut, seul le créateur d’une collection dispose de droits dans une nouvelle collection. Ces droits sont également modifiables via l’option “Modifier > Autorisations”.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on donner des droits à des personnes extérieures à son institution ?,"Oui, toute personne ayant un compte dans l’entrepôt Recherche Data Gouv peut se voir attribuer un rôle qui lui donnera des droits sur un fichier, un jeu de données ou une collection.
Se reporter au chapitre “Autorisations” du guide de l’administrateur.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Pour une collection d’unité, faut-il créer des droits pour tous les agents de l’unité ?","Ce n’est pas obligatoire. Seuls les agents qui ont à contribuer à l’alimentation de la collection (dépôt, validation des dépôts, administration de sous-collections) doivent avoir un rôle.
Pour attribuer le même rôle à plusieurs agents, il est possible de créer un groupe d’utilisateurs à qui on attribuera le rôle. Pour être dans un groupe, il faut que l’agent ait déjà un compte dans l’entrepôt Recherche Data Gouv.
Pour importer un grand nombre d’utilisateurs dans un groupe, envoyer au centre de ressources entrepôt-catalogue Recherche Data Gouv un fichier texte contenant la liste des courriels des personnes concernées, en indiquant la collection et le groupe dans lequel faire l’import.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on assigner un rôle à l’ensemble des membres d’un projet en une seule fois ?,"Oui, il est possible de créer un groupe incluant les membres du projet, puis d’accorder un même rôle au groupe ainsi créé (https://recherche.data.gouv.fr/fr/categorie/27/guide/modifier-les-parametres-dune-collection#Groupes).",https://www.prix-carburants.gouv.fr/rubrique/faq/
Comment savoir pour quelle(s) collection(s) j’ai des droits d’administration ?,"Au niveau du profil de l’utilisateur, en haut à droite de l’écran lorsqu’on est authentifié, cliquer sur “Mes données”. Dans les facettes, ne sélectionner que “Dataverses” et le rôle “Administrateur”.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on utiliser un alias mail pour un compte utilisateur ?,"Oui, il est possible d’associer un alias mail à un compte utilisateur.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Je quitte mon établissement, vais-je perdre l’accès à mes jeux de données ?","La connexion avec le compte institutionnel lié à l'établissement ne sera plus possible. Dans ce cas, il est nécessaire de créer un nouveau compte, soit un compte institutionnel associé à un nouvel établissement, soit un compte ORCID, soit un compte externe. Ensuite, prendre contact avec le Centre de ressources entrepôt-catalogue (support-recherchedatagouv@inrae.fr) pour demander la fusion de ces deux comptes avec conservation des droits sur les jeux de données préalablement créés.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Qui valide les inscriptions des personnes qui se créent un compte externe ? Est-ce automatique ?,Il n’y a pas de validation des inscriptions pour les personnes qui se créent un compte externe. Ce compte externe n’ouvre aucun droit par défaut.,https://www.prix-carburants.gouv.fr/rubrique/faq/
Mon jeu de données est-il toujours accessible lorsque les fichiers sont supprimés ?,"L’accessibilité d’un jeu de données ne dépend pas de la présence de fichiers. Par contre si tous les fichiers d’un jeu de données sont supprimés, il est nécessaire d'indiquer le lien vers les données dans la métadonnée « Link to data ».",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on déposer un jeu de données sans l’associer à une collection ?,"Non, un jeu de données est toujours créé dans une collection. Cette collection peut être l’espace générique, ou une collection contenue dans l’un des espaces institutionnels.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quel est le délai recommandé pour publier un jeu de données ?,"Il est recommandé de publier un jeu de données dès que possible, la vocation de l’entrepôt Recherche Data Gouv étant d’être un entrepôt d’accès aux données. 
Dans le cas de données non liées à une publication, il est souhaitable de ne pas dépasser un délai d’une année. Au-delà de ce délai un administrateur de la collection de rattachement pourra prendre contact avec le déposant pour l'alerter.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Un jeu de données qui n’a pas été publié peut-il être supprimé ?,"Oui, tant qu’il n’a pas été publié, un jeu de données peut être supprimé. Seules les versions au statut brouillon peuvent être supprimées.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quelle est la taille limite d’un jeu de données ?,"Il n’y a pas de taille limite pour un jeu de données.
Voir « Quelle est la volumétrie d’un espace institutionnel ? » et  « Quelle est la taille maximale d’un fichier ? ».",https://www.prix-carburants.gouv.fr/rubrique/faq/
D’où proviennent les métadonnées proposées par l’entrepôt Recherche Data Gouv ?,"La plupart des métadonnées proviennent de Dataverse (voir Metadata References) et sont conformes aux standards Documentation Initiative (DDI), Dublin Core, DataCite et ISA-Tab. D’autres métadonnées ont été créées pour les besoins spécifiques d’un établissement, comme celles du bloc dédié aux ressources sémantiques (Semantic resource) développé par INRAE.
Les valeurs de certaines métadonnées peuvent provenir de référentiels externes ou propres à l’entrepôt Recherche Data Gouv.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Que renseigne-t-on dans le bloc de métadonnées “Journal Metadata” ?,Il s’agit ici des informations liées à la revue dans laquelle les données sont publiées.,https://www.prix-carburants.gouv.fr/rubrique/faq/
L’anglais est-il obligatoire pour toutes les métadonnées (par exemple Description) ?,"Non, le choix de la langue dépend du public visé par la publication. Il est possible de créer plusieurs métadonnées « Description » en spécifiant la langue de chacune.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on compléter les métadonnées après publication du jeu de données ?,"Il est tout à fait possible de compléter les métadonnées d’un jeu de données après sa publication. Une nouvelle version (mineure ou majeure) est alors créée, qui doit être publiée à son tour.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Qu’est-ce que DDI ?,"Data Documentation Initiative (DDI) est un standard créé par DDI Alliance permettant de documenter des données d’enquête et d’observation en sciences sociales, comportementales, économiques et de la santé.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quelle est la différence entre un auteur et un contributeur ?,"L’auteur est le responsable du jeu de données. Il est présent dans la citation du jeu de données. Associée au DOI, la métadonnée authorName est obligatoire dans l’entrepôt Recherche Data Gouv. 
Un contributeur est une personne ou un organisme ayant participé à la collecte, la gestion, la distribution ou toute autre contribution au jeu de données. Dans l’entrepôt, il n’apparaît pas dans la citation du jeu de données.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Un DOI est-il standardisé ? unique ?,"Oui, le DOI est basé sur le système d’identifiant Handle et certifié ISO (ISO 26324, Digital Object Identifier System). L’unicité est assurée par le fait que les suffixes sont uniques pour un préfixe donné.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Faut-il indiquer le DOI d’une ISC dans le jeu de données ?,"Lorsqu’une Infrastructure Scientifique Collective (ISC) a contribué au jeu de données, il est possible de l’indiquer dans la métadonnée Contributor en précisant le ""Type"" et en choisissant ""DOI"" dans ""Contributor Identifier Scheme"". Le DOI lui-même est renseigné dans ""Contributor Identifier"".",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Que signifie le libellé ""Incomplete metadata"" ?","Le libellé ""incomplete metadata"" apparaît lorsqu’en l’état, il manque une ou plusieurs métadonnées obligatoires. Ceci est dû à un changement de paramétrage et prévient la publication ou la montée en version du jeu de données tant que le ou les champs ne seront pas complétés.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Peut-on ajouter une liste d’auteurs ou de contributeurs via un fichier ?,"Non, cette fonctionnalité n’existe pas depuis l’interface utilisateur. Il est par contre possible d’utiliser les APIs pour réaliser cette action. Pour plus d’informations, contacter le Centre de ressources de l’entrepôt Recherche Data Gouv.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Peut-on intégrer ses propres métadonnées, dans le cas par exemple d’un projet qui a son propre référentiel ?","Il n’est pas possible pour un utilisateur d’ajouter des métadonnées dans le formulaire. Il est en revanche possible de déposer, avec le fichier de données, un fichier annexe contenant les métadonnées spécifiques.
Pour suggérer l’ajout de métadonnées au formulaire de saisie, contactez le centre de ressources de l’entrepôt Recherche Data Gouv.",https://www.prix-carburants.gouv.fr/rubrique/faq/
Quel identifiant est le mieux adapté dans l’entrepôt Recherche Data Gouv pour identifier un publiant ?,"L’identifiant ORCID est préconisé dans le deuxième Plan national pour la science ouverte pour identifier les auteurs et les contributeurs.
Vous pouvez néanmoins utiliser d’autres identifiants dans l’entrepôt Recherche Data Gouv, sachant toutefois qu’il n’est possible d’indiquer qu’un seul identifiant par auteur ou contributeur.",https://www.prix-carburants.gouv.fr/rubrique/faq/
"Si les données sont déjà entreposées ailleurs et accompagnées de métadonnées hors Recherche Data Gouv, la métadonnée « Link to Data » peut-elle pointer vers la page décrivant les données plutôt que vers les données elles-mêmes ?","Oui, si les métadonnées apportent des informations complémentaires à celles saisies dans l'entrepôt-catalogue Recherche Data Gouv.
Note : Dans le cas où l’autre entrepôt attribue un DOI, il ne faut pas créer de jeu de données dans l'entrepôt-catalogue Recherche Data Gouv.",https://www.prix-carburants.gouv.fr/rubrique/faq/
